都道府県名,市区町村,人口(計)
新潟県,見附市,39045.0
新潟県,村上市,55919.0
新潟県,燕市,77401.0
新潟県,糸魚川市,39772.0
新潟県,妙高市,30345.0
新潟県,五泉市,47274.0
新潟県,上越市,184941.0
新潟県,阿賀野市,40353.0
新潟県,佐渡市,50651.0
新潟県,魚沼市,33722.0
新潟県,南魚沼市,53962.0
新潟県,胎内市,27718.0
新潟県,北蒲原郡聖籠町,14129.0
新潟県,西蒲原郡弥彦村,7694.0
新潟県,南蒲原郡田上町,11023.0
新潟県,東蒲原郡阿賀町,9779.0
新潟県,三島郡出雲崎町,4119.0
新潟県,南魚沼郡湯沢町,7971.0
新潟県,中魚沼郡津南町,8865.0
新潟県,刈羽郡刈羽村,4351.0
新潟県,岩船郡関川村,4996.0
新潟県,岩船郡粟島浦村,329.0
富山県,富山市,409075.0
富山県,高岡市,165714.0
富山県,魚津市,39919.0
富山県,氷見市,44076.0
富山県,滑川市,32878.0
富山県,黒部市,40072.0
富山県,砺波市,47347.0
富山県,小矢部市,28602.0
富山県,南砺市,47778.0
富山県,射水市,91450.0
富山県,中新川郡舟橋村,3271.0
富山県,中新川郡上市町,19228.0
富山県,中新川郡立山町,24920.0
富山県,下新川郡入善町,23136.0
富山県,下新川郡朝日町,10974.0
石川県,金沢市,447181.0
石川県,七尾市,49259.0
石川県,小松市,106405.0
石川県,輪島市,24021.0
石川県,珠洲市,12948.0
石川県,加賀市,63486.0
石川県,羽咋市,20166.0
石川県,かほく市,35931.0
石川県,白山市,112916.0
石川県,能美市,49708.0
石川県,野々市市,54130.0
石川県,能美郡川北町,6157.0
石川県,河北郡津幡町,37508.0
石川県,河北郡内灘町,26154.0
石川県,羽咋郡志賀町,18747.0
石川県,羽咋郡宝達志水町,12257.0
石川県,鹿島郡中能登町,17119.0
石川県,鳳珠郡穴水町,7574.0
石川県,鳳珠郡能登町,15636.0
福井県,福井市,257941.0
福井県,敦賀市,63662.0
福井県,小浜市,28317.0
福井県,大野市,30969.0
福井県,勝山市,21821.0
福井県,鯖江市,68863.0
福井県,あわら市,26900.0
福井県,越前市,80726.0
福井県,坂井市,89369.0
福井県,吉田郡永平寺町,18037.0
福井県,今立郡池田町,2327.0
福井県,南条郡南越前町,9825.0
福井県,丹生郡越前町,20394.0
福井県,三方郡美浜町,9002.0
福井県,大飯郡高浜町,9848.0
福井県,大飯郡おおい町,7906.0
福井県,三方上中郡若狭町,13870.0
山梨県,甲府市,186393.0
山梨県,富士吉田市,47298.0
山梨県,都留市,29168.0
山梨県,山梨市,33511.0
山梨県,大月市,22204.0
山梨県,韮崎市,28356.0
山梨県,南アルプス市,71631.0
山梨県,北杜市,45984.0
山梨県,甲斐市,76598.0
山梨県,笛吹市,67641.0
山梨県,上野原市,22019.0
山梨県,甲州市,29925.0
山梨県,中央市,30802.0
山梨県,西八代郡市川三郷町,14976.0
山梨県,南巨摩郡早川町,929.0
山梨県,南巨摩郡身延町,10391.0
山梨県,南巨摩郡南部町,7079.0
山梨県,南巨摩郡富士川町,14340.0
山梨県,中巨摩郡昭和町,21101.0
山梨県,南都留郡道志村,1557.0
山梨県,南都留郡西桂町,4084.0
山梨県,南都留郡忍野村,9799.0
山梨県,南都留郡山中湖村,5751.0
山梨県,南都留郡鳴沢村,3121.0
山梨県,南都留郡富士河口湖町,26765.0
山梨県,北都留郡小菅村,657.0
山梨県,北都留郡丹波山村,535.0
長野県,長野市,368785.0
長野県,松本市,236447.0
長野県,上田市,153507.0
長野県,岡谷市,47691.0
長野県,飯田市,97322.0
長野県,諏訪市,48385.0
長野県,須坂市,49776.0
長野県,小諸市,41623.0
長野県,伊那市,66016.0
長野県,駒ヶ根市,31892.0
長野県,中野市,43030.0
長野県,大町市,26085.0
長野県,飯山市,19705.0
長野県,茅野市,54637.0
長野県,塩尻市,66118.0
長野県,佐久市,98198.0
長野県,千曲市,59529.0
長野県,東御市,29557.0
長野県,安曇野市,96605.0
長野県,南佐久郡小海町,4329.0
長野県,南佐久郡川上村,3806.0
長野県,南佐久郡南牧村,3035.0
長野県,南佐久郡南相木村,966.0
長野県,南佐久郡北相木村,680.0
長野県,南佐久郡佐久穂町,10488.0
長野県,北佐久郡軽井沢町,21510.0
長野県,北佐久郡御代田町,16221.0
長野県,北佐久郡立科町,6843.0
長野県,小県郡青木村,4244.0
長野県,小県郡長和町,5738.0
長野県,諏訪郡下諏訪町,19108.0
長野県,諏訪郡富士見町,14226.0
長野県,諏訪郡原村,8063.0
長野県,上伊那郡辰野町,18611.0
長野県,上伊那郡箕輪町,24662.0
長野県,上伊那郡飯島町,9078.0
長野県,上伊那郡南箕輪村,16010.0
長野県,上伊那郡中川村,4712.0
長野県,上伊那郡宮田村,8837.0
長野県,下伊那郡松川町,12742.0
長野県,下伊那郡高森町,12918.0
長野県,下伊那郡阿南町,4210.0
長野県,下伊那郡阿智村,6055.0
長野県,下伊那郡平谷村,386.0
長野県,下伊那郡根羽村,865.0
長野県,下伊那郡下條村,3551.0
長野県,下伊那郡売木村,495.0
長野県,下伊那郡天龍村,1130.0
長野県,下伊那郡泰阜村,1531.0
長野県,下伊那郡喬木村,6040.0
長野県,下伊那郡豊丘村,6603.0
長野県,下伊那郡大鹿村,926.0
長野県,木曽郡上松町,4071.0
長野県,木曽郡南木曽町,3876.0
長野県,木曽郡木祖村,2637.0
長野県,木曽郡王滝村,682.0
長野県,木曽郡大桑村,3396.0
長野県,木曽郡木曽町,10219.0
長野県,東筑摩郡麻績村,2536.0
長野県,東筑摩郡生坂村,1698.0
長野県,東筑摩郡山形村,8538.0
長野県,東筑摩郡朝日村,4359.0
長野県,東筑摩郡筑北村,4175.0
長野県,北安曇郡池田町,9381.0
長野県,北安曇郡松川村,9605.0
長野県,北安曇郡白馬村,8782.0
長野県,北安曇郡小谷村,2725.0
長野県,埴科郡坂城町,14254.0
長野県,上高井郡小布施町,10992.0
長野県,上高井郡高山村,6649.0
長野県,下高井郡山ノ内町,11499.0
長野県,下高井郡木島平村,4438.0
長野県,下高井郡野沢温泉村,3441.0
長野県,上水内郡信濃町,7828.0
長野県,上水内郡小川村,2314.0
長野県,上水内郡飯綱町,10534.0
長野県,下水内郡栄村,1642.0
岐阜県,岐阜市,402400.0
岐阜県,大垣市,159280.0
岐阜県,高山市,84338.0
岐阜県,多治見市,107278.0
岐阜県,関市,85537.0
岐阜県,中津川市,75401.0
岐阜県,美濃市,19494.0
岐阜県,瑞浪市,36105.0
岐阜県,羽島市,67076.0
岐阜県,恵那市,47564.0
岐阜県,美濃加茂市,57220.0
岐阜県,土岐市,55842.0
岐阜県,各務原市,145570.0
岐阜県,可児市,100612.0
岐阜県,山県市,25545.0
岐阜県,瑞穂市,55985.0
岐阜県,飛騨市,22527.0
岐阜県,本巣市,33092.0
岐阜県,郡上市,39115.0
岐阜県,下呂市,30118.0
岐阜県,海津市,32582.0
岐阜県,羽島郡岐南町,26243.0
岐阜県,羽島郡笠松町,21828.0
岐阜県,養老郡養老町,26858.0
岐阜県,不破郡垂井町,26255.0
岐阜県,不破郡関ケ原町,6466.0
岐阜県,安八郡神戸町,18577.0
岐阜県,安八郡輪之内町,9326.0
岐阜県,安八郡安八町,14512.0
岐阜県,揖斐郡揖斐川町,19536.0
岐阜県,揖斐郡大野町,22056.0
岐阜県,揖斐郡池田町,22990.0
岐阜県,本巣郡北方町,18695.0
岐阜県,加茂郡坂祝町,8084.0
岐阜県,加茂郡富加町,5760.0
岐阜県,加茂郡川辺町,9962.0
岐阜県,加茂郡七宗町,3373.0
岐阜県,加茂郡八百津町,10274.0
岐阜県,加茂郡白川町,7421.0
岐阜県,加茂郡東白川村,2109.0
岐阜県,可児郡御嵩町,17775.0
岐阜県,大野郡白川村,1513.0
静岡県,静岡市葵区,247808.0
静岡県,静岡市駿河区,207710.0
静岡県,静岡市清水区,228221.0
静岡県,浜松市中区,235561.0
静岡県,浜松市東区,129754.0
静岡県,浜松市西区,107797.0
静岡県,浜松市南区,101578.0
静岡県,浜松市北区,92140.0
静岡県,浜松市浜北区,99643.0
静岡県,浜松市天竜区,26231.0
静岡県,沼津市,189632.0
静岡県,熱海市,34433.0
静岡県,三島市,107204.0
静岡県,富士宮市,129250.0
静岡県,伊東市,66286.0
静岡県,島田市,96496.0
静岡県,富士市,249094.0
静岡県,磐田市,167520.0
静岡県,焼津市,137199.0
静岡県,掛川市,115873.0
静岡県,藤枝市,142387.0
静岡県,御殿場市,85267.0
静岡県,袋井市,88562.0
静岡県,下田市,20099.0
静岡県,裾野市,49779.0
静岡県,湖西市,58400.0
静岡県,伊豆市,28872.0
静岡県,御前崎市,30706.0
静岡県,菊川市,47738.0
静岡県,伊豆の国市,47261.0
静岡県,牧之原市,43497.0
静岡県,賀茂郡東伊豆町,11414.0
静岡県,賀茂郡河津町,6728.0
静岡県,賀茂郡南伊豆町,7726.0
静岡県,賀茂郡松崎町,5971.0
静岡県,賀茂郡西伊豆町,7098.0
静岡県,田方郡函南町,37042.0
静岡県,駿東郡清水町,31837.0
静岡県,駿東郡長泉町,43553.0
静岡県,駿東郡小山町,17611.0
静岡県,榛原郡吉田町,29286.0
静岡県,榛原郡川根本町,6078.0
静岡県,周智郡森町,17431.0
愛知県,名古屋市千種区,159535.0
愛知県,名古屋市東区,82598.0
愛知県,名古屋市北区,161871.0
愛知県,名古屋市西区,147096.0
愛知県,名古屋市中村区,134970.0
愛知県,名古屋市中区,92840.0
愛知県,名古屋市昭和区,105980.0
愛知県,名古屋市瑞穂区,107509.0
愛知県,名古屋市熱田区,65265.0
愛知県,名古屋市中川区,216956.0
愛知県,名古屋市港区,142485.0
愛知県,名古屋市南区,133361.0
愛知県,名古屋市守山区,176879.0
愛知県,名古屋市緑区,249657.0
愛知県,名古屋市名東区,160293.0
愛知県,名古屋市天白区,157559.0
愛知県,豊橋市,370761.0
愛知県,岡崎市,384422.0
愛知県,一宮市,380201.0
愛知県,瀬戸市,128122.0
愛知県,半田市,117747.0
愛知県,春日井市,308937.0
愛知県,豊川市,186524.0
愛知県,津島市,60623.0
愛知県,碧南市,72645.0
愛知県,刈谷市,152372.0
愛知県,豊田市,417432.0
愛知県,安城市,188843.0
愛知県,西尾市,170332.0
愛知県,蒲郡市,78666.0
愛知県,犬山市,72733.0
愛知県,常滑市,58452.0
愛知県,江南市,99039.0
愛知県,小牧市,150434.0
愛知県,稲沢市,134281.0
愛知県,新城市,43812.0
愛知県,東海市,113625.0
愛知県,大府市,92828.0
愛知県,知多市,84002.0
愛知県,知立市,72030.0
愛知県,尾張旭市,83986.0
愛知県,高浜市,49154.0
愛知県,岩倉市,47821.0
愛知県,豊明市,68325.0
愛知県,日進市,93774.0
愛知県,田原市,59596.0
愛知県,愛西市,61618.0
愛知県,清須市,69194.0
愛知県,弥富市,43861.0
愛知県,みよし市,61485.0
愛知県,あま市,88787.0
愛知県,長久手市,60985.0
愛知県,愛知郡東郷町,43784.0
愛知県,西春日井郡豊山町,15929.0
愛知県,丹羽郡大口町,24234.0
愛知県,丹羽郡扶桑町,35026.0
愛知県,海部郡大治町,33356.0
愛知県,海部郡蟹江町,37144.0
愛知県,海部郡飛島村,4657.0
愛知県,知多郡阿久比町,28438.0
愛知県,知多郡東浦町,50283.0
愛知県,知多郡南知多町,16322.0
愛知県,知多郡美浜町,21131.0
愛知県,知多郡武豊町,43363.0
愛知県,額田郡幸田町,42283.0
愛知県,北設楽郡設楽町,4342.0
愛知県,北設楽郡東栄町,2850.0
愛知県,北設楽郡豊根村,987.0
三重県,津市,272645.0
三重県,四日市市,309719.0
三重県,伊勢市,121770.0
三重県,松阪市,159000.0
三重県,桑名市,139563.0
三重県,鈴鹿市,196461.0
三重県,名張市,76190.0
三重県,尾鷲市,16319.0
三重県,亀山市,49503.0
三重県,鳥羽市,17215.0
三重県,熊野市,15738.0
三重県,いなべ市,44797.0
三重県,志摩市,46159.0
三重県,伊賀市,87168.0
三重県,桑名郡木曽岬町,5994.0
三重県,員弁郡東員町,25934.0
三重県,三重郡菰野町,41283.0
三重県,三重郡朝日町,11106.0
三重県,三重郡川越町,15535.0
三重県,多気郡多気町,14000.0
三重県,多気郡明和町,22910.0
三重県,多気郡大台町,8595.0
三重県,度会郡玉城町,15162.0
三重県,度会郡度会町,7806.0
三重県,度会郡大紀町,7633.0
三重県,度会郡南伊勢町,11221.0
三重県,北牟婁郡紀北町,14479.0
三重県,南牟婁郡御浜町,8086.0
三重県,南牟婁郡紀宝町,10436.0
滋賀県,大津市,344552.0
滋賀県,彦根市,111648.0
滋賀県,長浜市,115009.0
滋賀県,近江八幡市,82025.0
滋賀県,草津市,138336.0
滋賀県,守山市,85619.0
滋賀県,栗東市,70578.0
滋賀県,甲賀市,89038.0
滋賀県,野洲市,50711.0
滋賀県,湖南市,54601.0
滋賀県,高島市,46394.0
滋賀県,東近江市,112586.0
滋賀県,米原市,37761.0
滋賀県,蒲生郡日野町,20987.0
滋賀県,蒲生郡竜王町,11543.0
滋賀県,愛知郡愛荘町,21332.0
滋賀県,犬上郡豊郷町,7208.0
滋賀県,犬上郡甲良町,6595.0
滋賀県,犬上郡多賀町,7466.0
京都府,京都市北区,108282.0
京都府,京都市上京区,75584.0
京都府,京都市左京区,152205.0
京都府,京都市中京区,104980.0
京都府,京都市東山区,33336.0
京都府,京都市下京区,76535.0
京都府,京都市南区,99969.0
京都府,京都市右京区,192282.0
京都府,京都市伏見区,268716.0
京都府,京都市山科区,127792.0
京都府,京都市西京区,145509.0
京都府,福知山市,76075.0
京都府,舞鶴市,78194.0
京都府,綾部市,31959.0
京都府,宇治市,182144.0
京都府,宮津市,16721.0
京都府,亀岡市,87090.0
京都府,城陽市,74591.0
京都府,向日市,56794.0
京都府,長岡京市,81946.0
京都府,八幡市,69469.0
京都府,京田辺市,71367.0
京都府,京丹後市,51981.0
京都府,南丹市,30499.0
京都府,木津川市,80109.0
京都府,乙訓郡大山崎町,16524.0
京都府,久世郡久御山町,15505.0
京都府,綴喜郡井手町,7009.0
京都府,綴喜郡宇治田原町,8893.0
京都府,相楽郡笠置町,1159.0
京都府,相楽郡和束町,3600.0
京都府,相楽郡精華町,36790.0
京都府,相楽郡南山城村,2505.0
京都府,船井郡京丹波町,13005.0
京都府,与謝郡伊根町,1951.0
京都府,与謝郡与謝野町,20199.0
大阪府,大阪市都島区,105343.0
大阪府,大阪市福島区,79199.0
大阪府,大阪市此花区,65269.0
大阪府,大阪市西区,105944.0
大阪府,大阪市港区,79247.0
大阪府,大阪市大正区,62503.0
大阪府,大阪市天王寺区,81573.0
大阪府,大阪市浪速区,73794.0
大阪府,大阪市西淀川区,97337.0
大阪府,大阪市東淀川区,171158.0
大阪府,大阪市東成区,84985.0
大阪府,大阪市生野区,125938.0
大阪府,大阪市旭区,89393.0
大阪府,大阪市城東区,169828.0
大阪府,大阪市阿倍野区,111488.0
大阪府,大阪市住吉区,151500.0
大阪府,大阪市東住吉区,131440.0
大阪府,大阪市西成区,104875.0
大阪府,大阪市淀川区,181197.0
大阪府,大阪市鶴見区,112177.0
大阪府,大阪市住之江区,117991.0
大阪府,大阪市平野区,190366.0
大阪府,大阪市北区,136637.0
大阪府,大阪市中央区,112405.0
大阪府,堺市堺区,146786.0
大阪府,堺市中区,120223.0
大阪府,堺市東区,86127.0
大阪府,堺市西区,136136.0
大阪府,堺市南区,136432.0
大阪府,堺市北区,158176.0
大阪府,堺市美原区,37548.0
大阪府,岸和田市,189396.0
大阪府,豊中市,407695.0
大阪府,池田市,103074.0
大阪府,吹田市,381316.0
大阪府,泉大津市,73282.0
大阪府,高槻市,348530.0
大阪府,貝塚市,83156.0
大阪府,守口市,142014.0
大阪府,枚方市,396252.0
大阪府,茨木市,284921.0
大阪府,八尾市,261998.0
大阪府,泉佐野市,98545.0
大阪府,富田林市,108105.0
大阪府,寝屋川市,227544.0
大阪府,河内長野市,100484.0
大阪府,松原市,116966.0
大阪府,大東市,117294.0
大阪府,和泉市,183761.0
大阪府,箕面市,139128.0
大阪府,柏原市,67226.0
大阪府,羽曳野市,108961.0
大阪府,門真市,117937.0
大阪府,摂津市,86457.0
大阪府,高石市,56992.0
大阪府,藤井寺市,63336.0
大阪府,泉南市,59635.0
大阪府,四條畷市,54765.0
大阪府,交野市,77363.0
大阪府,大阪狭山市,58292.0
大阪府,阪南市,51579.0
大阪府,三島郡島本町,31646.0
大阪府,豊能郡豊能町,18526.0
大阪府,豊能郡能勢町,9267.0
大阪府,泉北郡忠岡町,16675.0
大阪府,泉南郡熊取町,43013.0
大阪府,泉南郡田尻町,8498.0
大阪府,泉南郡岬町,14793.0
大阪府,南河内郡太子町,12959.0
大阪府,南河内郡河南町,14995.0
大阪府,南河内郡千早赤阪村,4893.0
兵庫県,神戸市東灘区,212005.0
兵庫県,神戸市灘区,132572.0
兵庫県,神戸市兵庫区,109645.0
兵庫県,神戸市長田区,96019.0
兵庫県,神戸市須磨区,158105.0
兵庫県,神戸市垂水区,214978.0
兵庫県,神戸市北区,212127.0
兵庫県,神戸市中央区,139208.0
兵庫県,神戸市西区,236258.0
兵庫県,姫路市,528459.0
兵庫県,尼崎市,458895.0
兵庫県,明石市,305404.0
兵庫県,西宮市,482796.0
兵庫県,洲本市,41826.0
兵庫県,芦屋市,95378.0
兵庫県,伊丹市,202539.0
兵庫県,相生市,27974.0
兵庫県,豊岡市,77758.0
兵庫県,加古川市,259884.0
兵庫県,赤穂市,45440.0
兵庫県,西脇市,38716.0
兵庫県,宝塚市,230788.0
兵庫県,三木市,74872.0
兵庫県,高砂市,88166.0
兵庫県,川西市,155098.0
兵庫県,小野市,47451.0
兵庫県,三田市,108387.0
兵庫県,加西市,42265.0
兵庫県,丹波篠山市,39923.0
兵庫県,養父市,21969.0
兵庫県,丹波市,61717.0
兵庫県,南あわじ市,45193.0
兵庫県,朝来市,28676.0
兵庫県,淡路市,42437.0
兵庫県,宍粟市,35309.0
兵庫県,加東市,39719.0
兵庫県,たつの市,74081.0
兵庫県,川辺郡猪名川町,29570.0
兵庫県,多可郡多可町,19463.0
兵庫県,加古郡稲美町,30658.0
兵庫県,加古郡播磨町,34811.0
兵庫県,神崎郡市川町,11119.0
兵庫県,神崎郡福崎町,18746.0
兵庫県,神崎郡神河町,10661.0
兵庫県,揖保郡太子町,33773.0
兵庫県,赤穂郡上郡町,14090.0
兵庫県,佐用郡佐用町,15499.0
兵庫県,美方郡香美町,16024.0
兵庫県,美方郡新温泉町,13416.0
奈良県,奈良市,351418.0
奈良県,大和高田市,62845.0
奈良県,大和郡山市,83891.0
奈良県,天理市,62081.0
奈良県,橿原市,119985.0
奈良県,桜井市,55508.0
奈良県,五條市,28039.0
奈良県,御所市,24070.0
奈良県,生駒市,117946.0
奈良県,香芝市,78782.0
奈良県,葛城市,37805.0
奈良県,宇陀市,27941.0
奈良県,山辺郡山添村,3228.0
奈良県,生駒郡平群町,18434.0
奈良県,生駒郡三郷町,22540.0
奈良県,生駒郡斑鳩町,28160.0
奈良県,生駒郡安堵町,7100.0
奈良県,磯城郡川西町,8217.0
奈良県,磯城郡三宅町,6601.0
奈良県,磯城郡田原本町,31695.0
奈良県,宇陀郡曽爾村,1321.0
奈良県,宇陀郡御杖村,1458.0
奈良県,高市,11594.0
奈良県,高市郡高取町,6306.0
奈良県,高市郡明日香村,5288.0
奈良県,北葛城郡上牧町,21612.0
奈良県,北葛城郡王寺町,24026.0
奈良県,北葛城郡広陵町,35284.0
奈良県,北葛城郡河合町,17065.0
奈良県,吉野郡吉野町,6251.0
奈良県,吉野郡大淀町,16438.0
奈良県,吉野郡下市町,4746.0
奈良県,吉野郡黒滝村,627.0
奈良県,吉野郡天川村,1265.0
奈良県,吉野郡野迫川村,336.0
奈良県,吉野郡十津川村,2960.0
奈良県,吉野郡下北山村,815.0
奈良県,吉野郡上北山村,454.0
奈良県,吉野郡川上村,1262.0
奈良県,吉野郡東吉野村,1585.0
和歌山県,和歌山市,359654.0
和歌山県,海南市,47910.0
和歌山県,橋本市,60295.0
和歌山県,有田市,26214.0
和歌山県,御坊市,22049.0
和歌山県,田辺市,69716.0
和歌山県,新宮市,26924.0
和歌山県,紀の川市,59981.0
和歌山県,岩出市,54215.0
和歌山県,海草郡紀美野町,8098.0
和歌山県,伊都郡かつらぎ町,15915.0
和歌山県,伊都郡九度山町,3840.0
和歌山県,伊都郡高野町,2732.0
和歌山県,有田郡湯浅町,11172.0
和歌山県,有田郡広川町,6661.0
和歌山県,有田郡有田川町,25641.0
和歌山県,日高郡美浜町,6625.0
和歌山県,日高郡日高町,7959.0
和歌山県,日高郡由良町,5282.0
和歌山県,日高郡印南町,7915.0
和歌山県,日高郡みなべ町,11988.0
和歌山県,日高郡日高川町,9360.0
和歌山県,西牟婁郡白浜町,20463.0
和歌山県,西牟婁郡上富田町,15709.0
和歌山県,西牟婁郡すさみ町,3659.0
和歌山県,東牟婁郡那智勝浦町,14036.0
和歌山県,東牟婁郡太地町,2891.0
和歌山県,東牟婁郡古座川町,2446.0
和歌山県,東牟婁郡北山村,404.0
和歌山県,東牟婁郡串本町,14715.0
鳥取県,鳥取市,183269.0
鳥取県,米子市,146139.0
鳥取県,倉吉市,44969.0
鳥取県,境港市,32985.0
鳥取県,岩美郡岩美町,11000.0
鳥取県,八頭郡若桜町,2841.0
鳥取県,八頭郡智頭町,6420.0
鳥取県,八頭郡八頭町,16113.0
鳥取県,東伯郡三朝町,6057.0
鳥取県,東伯郡湯梨浜町,16515.0
鳥取県,東伯郡琴浦町,16435.0
鳥取県,東伯郡北栄町,14508.0
鳥取県,西伯郡日吉津村,3599.0
鳥取県,西伯郡大山町,15320.0
鳥取県,西伯郡南部町,10348.0
鳥取県,西伯郡伯耆町,10420.0
鳥取県,日野郡日南町,4144.0
鳥取県,日野郡日野町,2859.0
鳥取県,日野郡江府町,2617.0
島根県,松江市,197843.0
島根県,浜田市,50681.0
島根県,出雲市,173835.0
島根県,益田市,44355.0
島根県,大田市,32773.0
島根県,安来市,36391.0
島根県,江津市,22134.0
島根県,雲南市,35738.0
島根県,仁多郡奥出雲町,11630.0
島根県,飯石郡飯南町,4560.0
島根県,邑智郡川本町,3078.0
島根県,邑智郡美郷町,4222.0
島根県,邑智郡邑南町,9961.0
島根県,鹿足郡津和野町,6784.0
島根県,鹿足郡吉賀町,5814.0
島根県,隠岐郡海士町,2238.0
島根県,隠岐郡西ノ島町,2606.0
島根県,隠岐郡知夫村,615.0
島根県,隠岐郡隠岐の島町,13551.0
岡山県,岡山市北区,295309.0
岡山県,岡山市中区,147194.0
岡山県,岡山市東区,92651.0
岡山県,岡山市南区,166866.0
岡山県,倉敷市,477799.0
岡山県,津山市,97645.0
岡山県,玉野市,55721.0
岡山県,笠岡市,45534.0
岡山県,井原市,38064.0
岡山県,総社市,69678.0
岡山県,高梁市,27650.0
岡山県,新見市,27244.0
岡山県,備前市,32068.0
岡山県,瀬戸内市,36525.0
岡山県,赤磐市,43392.0
岡山県,真庭市,42586.0
岡山県,美作市,26035.0
岡山県,浅口市,33382.0
岡山県,和気郡和気町,13423.0
岡山県,都窪郡早島町,12648.0
岡山県,浅口郡里庄町,11040.0
岡山県,小田郡矢掛町,13438.0
岡山県,真庭郡新庄村,847.0
岡山県,苫田郡鏡野町,12468.0
岡山県,勝田郡勝央町,10911.0
岡山県,勝田郡奈義町,5765.0
岡山県,英田郡西粟倉村,1368.0
岡山県,久米郡久米南町,4498.0
岡山県,久米郡美咲町,13222.0
岡山県,加賀郡吉備中央町,10507.0
広島県,広島市中区,136435.0
広島県,広島市東区,118603.0
広島県,広島市南区,141179.0
広島県,広島市西区,186779.0
広島県,広島市安佐南区,244053.0
広島県,広島市安佐北区,139552.0
広島県,広島市安芸区,77232.0
広島県,広島市佐伯区,140898.0
広島県,呉市,209241.0
広島県,竹原市,23586.0
広島県,三原市,89154.0
広島県,尾道市,130007.0
広島県,福山市,460684.0
広島県,府中市,36563.0
広島県,三次市,49557.0
広島県,庄原市,32629.0
広島県,大竹市,26064.0
広島県,廿日市市,116219.0
広島県,安芸高田市,26979.0
広島県,江田島市,21393.0
広島県,安芸郡府中町,52891.0
広島県,安芸郡海田町,30639.0
広島県,安芸郡熊野町,23485.0
広島県,安芸郡坂町,12839.0
広島県,山県郡安芸太田町,5700.0
広島県,山県郡北広島町,17471.0
広島県,豊田郡大崎上島町,7022.0
広島県,世羅郡世羅町,15167.0
広島県,神石郡神石高原町,8249.0
山口県,下関市,250645.0
山口県,宇部市,160353.0
山口県,山口市,188598.0
山口県,萩市,43685.0
山口県,防府市,113927.0
山口県,下松市,57120.0
山口県,岩国市,128609.0
山口県,光市,49461.0
山口県,長門市,31664.0
山口県,柳井市,30201.0
山口県,美祢市,22166.0
山口県,周南市,138104.0
山口県,山陽小野田市,60209.0
山口県,大島郡周防大島町,14346.0
山口県,玖珂郡和木町,5974.0
山口県,熊毛郡上関町,2390.0
山口県,熊毛郡田布施町,14550.0
山口県,熊毛郡平生町,11144.0
山口県,阿武郡阿武町,3072.0
徳島県,徳島市,249040.0
徳島県,鳴門市,54746.0
徳島県,小松島市,35894.0
徳島県,阿南市,69954.0
徳島県,吉野川市,38872.0
徳島県,阿波市,35315.0
徳島県,美馬市,27354.0
徳島県,三好市,23530.0
徳島県,勝浦郡勝浦町,4825.0
徳島県,勝浦郡上勝町,1427.0
徳島県,名東郡佐那河内村,2170.0
徳島県,名西郡石井町,25097.0
徳島県,名西郡神山町,4846.0
徳島県,那賀郡那賀町,7490.0
徳島県,海部郡牟岐町,3693.0
徳島県,海部郡美波町,6071.0
徳島県,海部郡海陽町,8645.0
徳島県,板野郡松茂町,14723.0
徳島県,板野郡北島町,23574.0
徳島県,板野郡藍住町,35579.0
徳島県,板野郡板野町,13039.0
徳島県,板野郡上板町,11474.0
徳島県,美馬郡つるぎ町,7893.0
徳島県,三好郡東みよし町,13628.0
香川県,高松市,422424.0
香川県,丸亀市,111575.0
香川県,坂出市,50931.0
香川県,善通寺市,30682.0
香川県,観音寺市,57738.0
香川県,さぬき市,45822.0
香川県,東かがわ市,28498.0
香川県,三豊市,62258.0
香川県,小豆郡土庄町,13000.0
香川県,小豆郡小豆島町,13616.0
香川県,木田郡三木町,27310.0
香川県,香川郡直島町,2949.0
香川県,綾歌郡宇多津町,18446.0
香川県,綾歌郡綾川町,23368.0
香川県,仲多度郡琴平町,8434.0
香川県,仲多度郡多度津町,22126.0
香川県,仲多度郡まんのう町,17610.0
愛媛県,松山市,503865.0
愛媛県,今治市,151608.0
愛媛県,宇和島市,70019.0
愛媛県,八幡浜市,31293.0
愛媛県,新居浜市,115314.0
愛媛県,西条市,105616.0
愛媛県,大洲市,40580.0
愛媛県,伊予市,35805.0
愛媛県,四国中央市,83426.0
愛媛県,西予市,35232.0
愛媛県,東温市,33250.0
愛媛県,越智郡上島町,6283.0
愛媛県,上浮穴郡久万高原町,7420.0
愛媛県,伊予郡松前町,30364.0
愛媛県,伊予郡砥部町,20510.0
愛媛県,喜多郡内子町,15406.0
愛媛県,西宇和郡伊方町,8395.0
愛媛県,北宇和郡松野町,3661.0
愛媛県,北宇和郡鬼北町,9563.0
愛媛県,南宇和郡愛南町,19575.0
高知県,高知市,319724.0
高知県,室戸市,12015.0
高知県,安芸市,16235.0
高知県,南国市,46328.0
高知県,土佐市,26334.0
高知県,須崎市,20268.0
高知県,宿毛市,19178.0
高知県,土佐清水市,12271.0
高知県,四万十市,32460.0
高知県,香南市,33009.0
高知県,香美市,25381.0
高知県,安芸郡東洋町,2183.0
高知県,安芸郡奈半利町,3003.0
高知県,安芸郡田野町,2524.0
高知県,安芸郡安田町,2413.0
高知県,安芸郡北川村,1213.0
高知県,安芸郡馬路村,827.0
高知県,安芸郡芸西村,3621.0
高知県,長岡郡本山町,3299.0
